job_id,tool_id,tool_version,state,memory.max_usage_in_bytes,cpuacct.usage,process_count,galaxy_slots,runtime_seconds,ref_data_size,input_data_size_1,input_data_size_2
31a862ca4c5f7689,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,17179435008.0000000,45633233087372.0000000,48.0000000,4.0000000,11542.0000000,0,5623417156,5917669619
ce0dbe2442e204df,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,35719417856.0000000,62026143761616.0000000,48.0000000,16.0000000,4058.0000000,0,5623417156,5917669619
ddb45030b1fcfaed,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,0.7.17.1,ok,38497456128.0000000,137255936567064.0000000,48.0000000,16.0000000,8821.0000000,0,5623417156,5917669619
db6d1874eb34183b,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,ok,48289501184.0000000,29043366237340.0000000,48.0000000,16.0000000,2093.0000000,0,5623417156,5917669619
ce2b1977eaa291ff,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,32930365440.0000000,51720675345423.0000000,48.0000000,8.0000000,6601.0000000,0,5623417156,5917669619
aad992e07c250c03,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,17179869184.0000000,54902363825880.0000000,32.0000000,4.0000000,14091.0000000,0,5623417156,5917669619
0e4a34109d67f756,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,error,0,0,0,0,0,0,5623417156,5917669619
9eebf10bf7674e8f,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,0.7.17.1,ok,17178955776.0000000,108706272206495.0000000,48.0000000,4.0000000,27226.0000000,0,5623417156,5917669619
fc20beeebfc178f2,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,0.7.17.1,ok,38521761792.0000000,111377743988466.0000000,48.0000000,16.0000000,7193.0000000,0,5623417156,5917669619
12a40f479d779317,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,2.1.0+galaxy7,ok,17178816512.0000000,16499869154990.0000000,48.0000000,4.0000000,4196.0000000,0,5623417156,5917669619
9d1b5a835a4bee53,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,ok,17178955776.0000000,89780171640.0000000,48.0000000,4.0000000,122.0000000,0,5623417156,5917669619
e31bca4bb0af36dc,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,36156698624.0000000,72179811784980.0000000,48.0000000,16.0000000,4721.0000000,0,5623417156,5917669619
46a3ee21aa9cb8f7,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,37439209472.0000000,82174641672436.0000000,48.0000000,16.0000000,5432.0000000,0,5623417156,5917669619
7ff93633928742f1,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,0.7.17.1,ok,17179869184.0000000,106300443454169.0000000,32.0000000,4.0000000,26992.0000000,0,5623417156,5917669619
2d1f0fe99fd4aa74,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,ok,49060462592.0000000,29408466250112.0000000,48.0000000,16.0000000,2011.0000000,0,5623417156,5917669619
1746444934b8edec,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,ok,17179860992.0000000,193850387649.0000000,32.0000000,4.0000000,131.0000000,0,5623417156,5917669619
5202729d6df68a88,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,2.1.0+galaxy7,ok,33785724928.0000000,22870323132599.0000000,48.0000000,16.0000000,1659.0000000,0,5623417156,5917669619
90254462ca415fb5,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,error,0,0,0,0,0,0,5623417156,5917669619
307c772ded95fc78,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,26795016192.0000000,63896314964746.0000000,32.0000000,8.0000000,8411.0000000,0,5623417156,5917669619
5e44c9eeadd47ccd,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,ok,17179750400.0000000,149494796824.0000000,48.0000000,4.0000000,178.0000000,0,5623417156,5917669619
1ce0e8d6421c077b,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,2.1.0+galaxy7,error,0,0,0,0,0,0,5623417156,5917669619
b32656dc72b79f6b,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,0.7.17.1,ok,34359672832.0000000,111904601624021.0000000,32.0000000,8.0000000,14116.0000000,0,5623417156,5917669619
8f540b3d1c64e51d,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,0.7.17.1,ok,43832049664.0000000,110525083412117.0000000,32.0000000,16.0000000,7185.0000000,0,5623417156,5917669619
311c8399ff79dfb0,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,ok,34358906880.0000000,25729761498624.0000000,48.0000000,8.0000000,3373.0000000,0,5623417156,5917669619
21f40ea44df048bc,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,2.1.0+galaxy7,ok,26317869056.0000000,20023998705095.0000000,48.0000000,8.0000000,2713.0000000,0,5623417156,5917669619
7881de4ccc1c0003,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,47696064512.0000000,77717778824013.0000000,48.0000000,32.0000000,2618.0000000,0,5623417156,5917669619
8a434e2121775dac,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,ok,59619401728.0000000,29085619239811.0000000,48.0000000,32.0000000,1074.0000000,0,5623417156,5917669619
4e74ba0872534ef1,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,2.1.0+galaxy7,ok,30282809344.0000000,62839561966572.0000000,48.0000000,32.0000000,2190.0000000,0,5623417156,5917669619
20e6dbb306b6e1da,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,47400144896.0000000,86481050477418.0000000,48.0000000,32.0000000,2965.0000000,0,5623417156,5917669619
cc9a2faf20708ff2,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,0.7.17.1,ok,54603849728.0000000,107200896713445.0000000,48.0000000,32.0000000,3621.0000000,0,5623417156,5917669619
442e862d0c2fac25,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,50136707072.0000000,69331486743186.0000000,48.0000000,32.0000000,2328.0000000,0,5623417156,5917669619
157a7ba8896ae7be,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,ok,59689693184.0000000,29468241082604.0000000,48.0000000,32.0000000,1163.0000000,0,5623417156,5917669619
e4eda261b570fe20,toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.17+galaxy4,2.17+galaxy4,ok,58278965248.0000000,35854744067688.0000000,48.0000000,32.0000000,1464.0000000,0,5623417156,5917669619
90127ae61d812fc3,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,2.1.0+galaxy7,error,0,0,0,0,0,0,5623417156,5917669619
fb2d18ddbaff7251,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.1.0+galaxy7,2.1.0+galaxy7,ok,33433038848.0000000,56006092871180.0000000,48.0000000,32.0000000,1951.0000000,0,5623417156,5917669619
bb28380f93764598,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,0.7.17.1,ok,54110003200.0000000,132557768260373.0000000,48.0000000,32.0000000,4417.0000000,0,5623417156,5917669619
0e828adccff3b211,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.17.1,0.7.17.1,ok,54601203712.0000000,122724959935439.0000000,48.0000000,32.0000000,4201.0000000,0,5623417156,5917669619
621ade1cafe13625,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.4.2+galaxy0,2.4.2+galaxy0,ok,34359709696.0000000,75383647606294.0000000,32.0000000,8.0000000,9797.0000000,0,5623417156,5917669619
